,COD_APE,DATA_INS,RESIDENZIALE,NON_RESIDENZIALE,COMUNE_CATASTALE,SEZIONE_x,FOGLIO,PARTICELLA,SUBALTERNO_x,PROPRIETA_PUBBLICA,USO_PUBBLICO,CLASSIFICAZIONE_DPR,INTERO_EDIFICIO,UNITA_IMMOBILIARE,GRUPPO_UNITA_IMMOBILIARI,NUMERO_UNITA_IMMOBILIARI,NUOVA_COSTRUZIONE,PASSAGGIO_PROPRIETA,LOCAZIONE,RISTRUTTURAZIONE_IMPORTANTE,RIQUALIFICAZIONE_ENERGETICA,OGGETTO_ALTRO,OGGETTO_ALTRO_TXT,REGIONE,COMUNE_x,INDIRIZZO_x,PIANO,INTERNO,WGS84_X,WGS84_Y,location,ZONA_CLIMATICA,ANNO_COSTRUZIONE_x,SUPERF_UTILE_RISCALDATA,SUPERF_UTILE_RAFFRESCATA,VOLUME_LORDO_RISCALDATO,VOLUME_LORDO_RAFFRESCATO,CLIMATIZZAZIONE_INVERNALE,CLIMATIZZAZIONE_ESTIVA,VENTILAZIONE_MECCANICA,PROD_ACQUA_CALDA_SANITARIA,ILLUMINAZIONE,TRASPORTO_PERSONE_COSE,PI,PE,EDIFICIO_ENERGIA_QUASI_ZERO,CLASSE_ENERGETICA_x,EP_GL_NREN,Y,Z,EP_GL_REN,EMISSIONI_CO2,CONSUMI_ENERGIA_ELETTRICA,CONSUMI_GAS_NATURALE,CONSUMI_GPL,CONSUMI_CARBONE,CONSUMI_GASOLIO,CONSUMI_BIOMASSE_SOLIDE,CONSUMI_BIOMASSE_LIQUIDE,CONSUMI_BIOMASSE_GASSOSE,CONSUMI_SOLARE_FOTOVOLTAICO,CONSUMI_SOLARE_TERMICO,CONSUMI_EOLICO,CONSUMI_TELERISCALDAMENTO,CONSUMI_TELERAFFRESCAMENTO,CONSUMI_ALTRO,RIQ_CLASSE_RAGG,RIQ_EP_GL_NREN_RAGG,DS_CODICE_INTERVENTO_1,DS_TIPO_INTERVENTO_1,FL_COMPORTA_RISTRUT_1,NM_TEMPO_RITORNO_INVESTIM_1,DS_CLASSE_RAGGIUNGIBILE_1,NM_EP_GL_NREN_RAGGIUNG_1,DS_CODICE_INTERVENTO_2,DS_TIPO_INTERVENTO_2,FL_COMPORTA_RISTRUT_2,NM_TEMPO_RITORNO_INVESTIM_2,DS_CLASSE_RAGGIUNGIBILE_2,NM_EP_GL_NREN_RAGGIUNG_2,DS_CODICE_INTERVENTO_3,DS_TIPO_INTERVENTO_3,FL_COMPORTA_RISTRUT_3,NM_TEMPO_RITORNO_INVESTIM_3,DS_CLASSE_RAGGIUNGIBILE_3,NM_EP_GL_NREN_RAGGIUNG_3,DS_CODICE_INTERVENTO_4,DS_TIPO_INTERVENTO_4,FL_COMPORTA_RISTRUT_4,NM_TEMPO_RITORNO_INVESTIM_4,DS_CLASSE_RAGGIUNGIBILE_4,NM_EP_GL_NREN_RAGGIUNG_4,DS_CODICE_INTERVENTO_5,DS_TIPO_INTERVENTO_5,FL_COMPORTA_RISTRUT_5,NM_TEMPO_RITORNO_INVESTIM_5,DS_CLASSE_RAGGIUNGIBILE_5,NM_EP_GL_NREN_RAGGIUNG_5,DS_CODICE_INTERVENTO_6,DS_TIPO_INTERVENTO_6,FL_COMPORTA_RISTRUT_6,NM_TEMPO_RITORNO_INVESTIM_6,DS_CLASSE_RAGGIUNGIBILE_6,NM_EP_GL_NREN_RAGGIUNG_6,DS_CODICE_INTERVENTO_7,DS_TIPO_INTERVENTO_7,FL_COMPORTA_RISTRUT_7,NM_TEMPO_RITORNO_INVESTIM_7,DS_CLASSE_RAGGIUNGIBILE_7,NM_EP_GL_NREN_RAGGIUNG_7,ENERGIA_ESPORTATA,VETTORE_ENERGETICO,SUPERFICIE_DISPERDENTE_x,RAPPORTO_SV,EP_H_ND,A_SOL_EST_A_SUP_UTILE,Y_IE,CI_TIPO_IMPIANTO_1,CI_ANNO_INSTALLAZIONE_1,CI_CODICE_CATASTO_1,CI_VETTORE_ENERGETICO_1,CI_POTENZA_NOMINALE_1,CI_TIPO_IMPIANTO_2,CI_ANNO_INSTALLAZIONE_2,CI_VETTORE_ENERGETICO_2,CI_POTENZA_NOMINALE_2,CI_EFFICIENZA_MEDIA,CI_EPREN,CI_EPNREN,CE_TIPO_IMPIANTO_1,CE_ANNO_INSTALLAZIONE_1,CE_VETTORE_ENERGETICO_1,CE_POTENZA_NOMINALE_1,CE_TIPO_IMPIANTO_2,CE_ANNO_INSTALLAZIONE_2,CE_VETTORE_ENERGETICO_2,CE_POTENZA_NOMINALE_2,CE_EFFICIENZA_MEDIA,CE_EPREN,CE_EPNREN,PA_TIPO_IMPIANTO,PA_ANNO_INSTALLAZIONE,PA_VETTORE_ENERGETICO,PA_POTENZA_NOMINALE,PA_EFFICIENZA_MEDIA,PA_EPREN,PA_EPNREN,IC_TIPO_IMPIANTO,IC_ANNO_INSTALLAZIONE,IC_VETTORE_ENERGETICO,IC_POTENZA_NOMINALE,IC_EFFICIENZA_MEDIA,IC_EPREN,IC_EPNREN,PFR_TIPO_IMPIANTO_1,PFR_ANNO_INSTALLAZIONE_1,PFR_VETTORE_ENERGETICO_1,PFR_POTENZA_NOMINALE_1,PFR_EFFICIENZA_MEDIA_1,PFR_EPREN_1,PFR_EPNREN_1,PFR_TIPO_IMPIANTO_2,PFR_ANNO_INSTALLAZIONE_2,PFR_VETTORE_ENERGETICO_2,PFR_POTENZA_NOMINALE_2,PFR_EFFICIENZA_MEDIA_2,PFR_EPREN_2,PFR_EPNREN_2,VM_TIPO_IMPIANTO,VM_ANNO_INSTALLAZIONE,VM_VETTORE_ENERGETICO,VM_POTENZA_NOMINALE,VM_EFFICIENZA_MEDIA,VM_EPREN,VM_EPNREN,ILL_TIPO_IMPIANTO,ILL_ANNO_INSTALLAZIONE,ILL_VETTORE_ENERGETICO,ILL_POTENZA_NOMINALE,ILL_EFFICIENZA_MEDIA,ILL_EPREN,ILL_EPNREN,TPC_TIPO_IMPIANTO_1,TPC_ANNO_INSTALLAZIONE_1,TPC_VETTORE_ENERGETICO_1,TPC_POTENZA_NOMINALE_1,TPC_EFFICIENZA_MEDIA_1,TPC_EPREN_1,TPC_EPNREN_1,TPC_TIPO_IMPIANTO_2,TPC_ANNO_INSTALLAZIONE_2,TPC_VETTORE_ENERGETICO_2,TPC_POTENZA_NOMINALE_2,TPC_EFFICIENZA_MEDIA_2,TPC_EPREN_2,TPC_EPNREN_2,SOPRALLUOGO,SW_REQUISITI,SW_SEMPLIFICATO,Limiti amministrativi 2015 delle province di Regione Lombardia,ENTE_PUBBLICO,ATS Regione Lombardia,Limiti amministrativi 2014 delle province di Regione Lombardia,TECNICO_ABILITATO,SOCIETA,NOME_DENOMINAZIONE_CERT,TITOLO_CERT,ORDINE_CERT,CODICE_IDENTIFICATIVO_PRATICA,DATA_CHIUSURA_PRATICA,INDIRIZZO_y,PROVINCIA,COMUNE_y,SEZIONE_y,SUBALTERNO_y,NOME_CERTIFICATORE,COGNOME_CERTIFICATORE,EDIFICIO_PUBBLICO,DESTINAZIONE_DI_USO,ANNO_COSTRUZIONE_y,MOTIVAZIONE_APE,SUPERFICIE_LORDA,SUPERFICIE_NETTA,VOLUME_LORDO,VOLUME_NETTO,SUPERFICIE_DISPERDENTE_y,SUPERFICIE_VETRATA_OPACA,TRASMITTANZA_MEDIA_INVOLUCRO,TRASMITTANZA_MEDIA_COPERTURA,TRASMITTANZA_MEDIA_BASAMENTO,TRASMITTANZA_MEDIA_SERRAMENTO,CLASSE_ENERGETICA_y,EPH,ETH,ETC,EFER,EMISSIONI_DI_CO2,EPW,EPT,EF_GLOB_MEDIA_RISCALDAMENTO,EF_GLOB_MEDIA_ACQUA_CALDA_SAN,EGHW,TIPOLOGIA_VENTILAZIONE,NUMERO_RICAMBI_ORARI,TIPOLOGIA_PANNELLO_ST,TIPOLOGIA_PANNELLO_FV,SUPERFICIE_CAPTANTE_FV,SUPERFICIE_APERTURA_ST,SUP_PAN_FV_SUP_UTILE,SUP_PAN_ST_SUP_UTILE,TIPOLOGIA_COMBUSTIBILE,TIPOLOGIA_GENERATORE,POTENZA_GENERATORE,surfdiff
381,10801200030117,10/07/2017,True,False,BRUGHERIO,,2,280,1,False,False,E.1(1),True,False,False,1.0,False,True,False,False,False,True,Annuncio commerciale,Lombardia,BRUGHERIO,VIA DELLA VITTORIA 4,,,45.56658903506413,9.304558559385043,"(45.56658903506413, 9.304558559385042)",E,1961-1976,68.33,0.0,317.98,0.0,True,False,False,True,False,False,red,yellow,False,G,637.05,"B (114,01)",,0.79,121.33,114.62,4149.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,348.02,1.09,372.04,0.02,0.59,Generatore a combustione,1980.0,,Gas naturale,24.0,,,,,0.64,0.75,579.91,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,1980.0,Gas naturale,24.0,0.31,0.04,57.14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,12.0,False,5.0,12.0,True,False,SUSANNA AGRATI,Diploma di geometra,Collegio dei geometri,1517200006514,10-MAR-14,"CASCINA CASTIONA, 1",MI,PESSANO CON BORNAGO,,701,Elisabetta,Rotta,NO,E.1(1),1977-1992,Altro,116.28,101.2,395.352,283.36,354.28,0.0526,0.76,0.9,0.95,2.2215,G,186.6083,157.8177,19.8999,0,37.2784,27.6366,214.2449,0.85,0.69,0.83,Aerazione - Ventilazione naturale,0.3000,,,,,,,Gas naturale,Generatore a condensazione multistadio o modulante,26.20,0.01798747198436869
452,10801400002919,23/12/2019,True,False,CAMPARADA,,4,724,701,False,False,E.1 (1),True,False,False,1.0,False,True,False,False,False,False,,Lombardia,CAMPARADA,via Cacciatori 31,T-1,,,,,E,1930-1945,53.37,0.0,224.28,0.0,True,False,False,True,False,False,red,yellow,False,G,401.1,"B (93,1)",,0.43,76.38,48.31,2042.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,Fabbricato - involucro opaco,Si,11.6,5.0,107.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,184.47,0.82,268.63,0.02,0.18,Generatore a combustione,2000.0,,Gas naturale,24.2,,,,,0.71,0.43,376.4,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2000.0,Gas naturale,24.2,0.81,0.0,24.71,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,,False,,,True,False,Antonio Calderaro,Laurea magistrale in ingegneria,Ordine degli ingegneri,1815300022910,14-OTT-10,VIA VALLE BADIA 74,PV,STRADELLA,,14,Clara,Cellario,NO,E.1(1),1946-1960,Trasferimento a titolo oneroso,69.42,54.29,221.39,146.58,187.62,0.0823,0.358,0.4884,,1.6873,E,117.3032,96.4128,11.4021,0,23.4292,70.3511,187.6543,0.82,0.31,0.63,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore tradizionale,26.00,0.01707594730850548
468,1514603693219,27/12/2019,True,False,MILANO,,565,555,1003,False,False,E.1 (1),True,False,False,141.0,False,True,False,False,False,True,Annuncio commerciale,Lombardia,MILANO,Via Giacinto Serrati Menotti  12,Terra,,45.44249843095012,9.26250512806307,"(45.44249843095012, 9.26250512806307)",E,2008,73.8,0.0,352.67,0.0,True,False,False,True,False,False,red,yellow,False,E,158.35,"B (64,82)",,0.89,30.25,139.52,1093.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.0,Fabbricato - involucro trasparente,Si,15.0,7.0,126.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,186.54,0.53,68.53,0.1,0.13,Generatore a combustione,2011.0,,Gas naturale,24.6,,,,,0.51,0.81,135.54,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2011.0,Gas naturale,24.6,0.75,0.07,22.81,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,4.0,False,8.0,4.0,True,False,Marco Grasselli,Diploma di laurea in architettura,Ordine degli architetti,1514603569610,18-DIC-10,VIA PAREA 20/15,MI,MILANO,,55,Ezio,Vavassori,NO,E.1(1),dopo il 2006,Trasferimento a titolo oneroso,100.43,83.27,275.48,191.65,189.93,0.0431,0.4959,0.4639,0.755,2.6583,D,96.0202,68.2066,16.325,0,19.1823,31.9745,127.9947,0.71,0.63,0.69,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore multistadio o modulante,26.50,0.018173045995497024
481,1510800036219,13/11/2019,False,True,GORGONZOLA,,8,174,714,False,False,E.5,True,False,False,1.0,False,True,False,False,False,True,Annuncio commerciale,Lombardia,GORGONZOLA,Vicolo C.Battisti 1,T-1,,45.53069454071475,9.404441722641057,"(45.53069454071475, 9.404441722641055)",E,Prima del 1930,100.17,56.63,498.69,275.2,True,True,False,False,True,False,red,red,False,E,359.42,"A1 (158,72)",,91.87,73.03,7470.17,2053.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5692.0,,,1.0,Fabbricato - involucro opaco,No,20.0,7.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,260.15,0.52,204.18,0.05,0.5,Generatore a combustione,2014.0,kf9r418369146603,Gas naturale,24.1,Generatore a combustione,2015.0,Gas naturale,9.0,0.73,72.3,278.22,Pompa di calore,2016.0,Energia elettrica,4.23,Pompa di calore,2016.0,Energia elettrica,3.46,1.58,2.89,12.0,,,,,0.0,0.0,0.0,,,,,,,,Pompa di calore,2016.0,Energia elettrica,5.56,,,,,,,,,,,,,,,,0.0,0.0,,,,0.67,,16.68,69.2,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,4.0,False,8.0,4.0,True,False,ALBERTO GHEZZI,Laurea magistrale in architettura,Ordine degli architetti,1711800001611,29-LUG-11,"VIA SANT'OBIZIO, 22",BS,NIARDO,,2,Alba,Damiola,NO,E.1(1),1975,Incentivi fiscali,107.99,88.82,346.65,245.14,255.7,0.0385,0.3571,0.64,,3.3092,D,109.3406,90.777,9.4742,8.8365,24.5084,23.4269,132.7675,0.83,0.84,0.83,Aerazione - Ventilazione naturale,0.5000,Collettori piani vetrati,,,8.0000,,0.046,GPL,Generatore a condensazione multistadio o modulante,25.00,0.017105516048433553
507,1701400022919,27/12/2019,True,False,BEDIZZOLE,,17,16,32,False,False,E.1 (1),True,False,False,2.0,False,False,True,False,False,True,Annuncio commerciale,Lombardia,BEDIZZOLE,via Cidneo snc,,,45.507636343647114,10.389374781970227,"(45.507636343647114, 10.389374781970226)",E,1993-2006,84.93,0.0,340.4,0.0,True,False,False,True,False,False,red,red,False,G,281.79,"B (75,74)",,1.35,53.8,243.45,2247.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,263.46,,,,,,,2.0,Fabbricato - involucro trasparente,No,10.0,9.0,268.77,,,,,,,,,,,,,,,,,,,6.0,Fonti rinnovabili,No,10.0,10.0,276.2,7.0,Cumulativo,No,10.0,9.0,263.46,0.0,,243.97,0.72,171.47,0.04,0.2,Generatore a combustione,2007.0,,Gas naturale,25.0,,,,,0.65,1.28,262.46,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2007.0,Gas naturale,23.5,0.91,0.07,19.33,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,6.0,False,2.0,6.0,True,False,Mario Barba,Diploma di laurea in ingegneria,Ordine degli ingegneri,10802300028514,09-APR-14,"VIA PER SEREGNO, 82",MB,DESIO,,1,Alberto,Ghezzi,NO,E.1(1),1961-1976,Trasferimento a titolo oneroso,71.36,57.06,264.03,179.74,243.03,0.0323,1.6236,1.7,1.3,5.66,G,540.6576,386.6782,14.1747,0,108.0119,53.9958,594.6534,0.72,0.41,0.69,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore tradizionale,23.80,0.0038529327376316666
540,10804000035619,27/12/2019,True,False,SEVESO,,10,137,701,False,False,E.1 (1),True,False,False,1.0,False,False,False,False,True,True,Annuncio commerciale,Lombardia,SEVESO,VIA GALVANI 1,,,45.64319916319005,9.125058981491602,"(45.643199163190054, 9.125058981491602)",E,1946-1960,154.88,0.0,540.76,0.0,True,False,True,True,False,False,yellow,yellow,False,A1,86.82,"A1 (91,95)",,14.82,17.03,1259.88,1053.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1703.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Fonti rinnovabili,No,6.0,3.0,71.27,,,,,,,0.0,,374.2,0.69,37.13,0.06,0.02,Generatore a combustione,2016.0,,Gas naturale,24.7,,,,,0.61,0.03,61.05,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2016.0,Gas naturale,24.7,1.01,12.1,14.63,,,,,,,,Solare termico,,Solare termico,4.5,,,,,,,,,,,,,,0.1,,2.68,11.14,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,12.0,False,5.0,12.0,True,False,Paolo Leonardo Ivan Lombardi,Diploma di perito industriale o di istruzione tecnica,Collegio dei periti industriali,1203200050611,23-DIC-11,"VIA GIUSEPPE GARIBALDI, 25",VA,CARDANO AL CAMPO,,0,Maurizio,Ramponi,NO,E.1(1),prima del 1930,Contratto di locazione,126.85,96,422.91,275.06,365.47,0.0674,1.2109,1.7,1.5367,4.92,G,498.563,376.35900000000004,3.8453,0,99.6045,36.3519,534.9149,0.75,0.53,0.74,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore multistadio o modulante,29.00,0.023329770176376167
551,1513000009919,11/03/2019,False,True,MAGENTA,,10,137,1,False,False,E.2,True,False,False,1.0,False,False,True,False,False,True,Annuncio commerciale,Lombardia,MAGENTA,piazza Liberazione 25,,,45.46475376862736,8.883348664714774,"(45.464753768627354, 8.883348664714774)",E,1961-1976,157.99,0.0,651.26,0.0,True,False,False,True,True,False,red,red,False,D,344.71,"B (182,14)",,25.68,68.99,8632.13,3605.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.0,Fabbricato - involucro trasparente,No,10.0,7.0,322.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,389.65,0.6,167.26,0.07,0.15,Generatore a combustione,2005.0,,Gas naturale,24.0,,,,,0.71,1.55,236.34,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2005.0,Gas naturale,24.0,0.26,0.01,8.29,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,3.16,,24.12,100.08,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,4.0,False,8.0,4.0,True,False,Simone Gavana,Laurea magistrale in ingegneria,Ordine degli ingegneri,1708500037611,21-DIC-11,"VIA CAVONE, 1",BS,ISEO,nct,3,Luciano,Ragni,NO,E.1(1),1993-2006,Contratto di locazione,159.5,135.64,562.24,406.92,395.66,0.0534,0.3441,0.425,0.73,3.1749,D,101.2594,86.3507,14.0857,0,20.2299,25.5742,126.8336,0.85,0.7,0.82,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore multistadio o modulante,32.00,0.015424098549980876
620,1909100001019,08/11/2019,True,False,SAN MARTINO DEL LAGO,,11,39,504,False,False,E.1 (1),True,False,False,1.0,False,False,False,False,True,True,Annuncio commerciale,Lombardia,SAN MARTINO DEL LAGO,via San Faustino 4,,,45.06908759289893,10.3244285611439,"(45.06908759289893, 10.3244285611439)",E,1946-1960,167.28,32.44,685.7,131.43,True,True,False,True,False,False,red,yellow,False,B,109.36,"A2 (64,3)",,97.87,22.15,3599.15,1080.39,0.0,0.0,0.0,0.0,0.0,0.0,1474.0,0.0,0.0,0.0,0.0,13204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Fonti rinnovabili,No,10.0,5.0,103.69,,,,,,,2578.33,elettricità,483.41,0.7,127.57,0.01,0.21,Generatore a combustione,2019.0,S657E35243720603,Gas naturale,23.4,Pompa di calore,2019.0,Energia elettrica,6.57,1.39,97.3,91.89,Pompa di calore,2018.0,Energia elettrica,5.3,,,,,999.99,0.51,0.0,Generatore a combustione,2019.0,Gas naturale,23.4,0.85,0.05,17.48,,,,,,,,Fotovoltaico,,Energia elettrica,4.48,,,,Pompa di calore,2019.0,Energia elettrica,6.57,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,8.0,False,4.0,8.0,True,False,Chiara Lupi,Diploma di laurea in architettura,Ordine degli architetti,1521700003211,18-MAR-11,"VIA DON PIETRO MANDELLI, 2",MI,SULBIATE,u,501,Chiara,Barzaghi,NO,E.2,prima del 1930,Contratto di locazione,190,153,864.0,604,490.1,0.1147,1.4357,1.31,2.57,3.7819,G,79.5274,60.369,9.0802,0,15.8775,3.0714,82.5988,0.76,0.47,0.75,Ventilazione meccanica semplice flusso,0.7200,,,,,,,Gas naturale,Generatore multistadio o modulante,26.30,0.01383918412941395
625,1602900007019,28/12/2019,True,False,BOLTIERE,,4,59,1,False,False,E.1 (1),True,False,False,1.0,False,True,False,False,False,False,,Lombardia,BOLTIERE,VICOLO ZENONI 1,T,,45.59901345276907,9.581459954485016,"(45.59901345276907, 9.581459954485016)",E,1961-1976,123.44,0.0,470.93,0.0,True,False,False,True,False,False,red,yellow,False,G,265.22,"B (71,8)",,0.0,50.47,0.0,3136.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,222.45,1.0,Fabbricato - involucro opaco,No,8.1,9.0,222.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Cumulativo,No,8.1,9.0,222.45,0.0,,348.53,0.74,180.83,0.03,0.07,Generatore a combustione,2010.0,243ey32671663203,Gas naturale,28.0,,,,,0.74,0.0,245.43,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2010.0,Gas naturale,28.0,0.78,0.0,19.79,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,5.0,False,1.0,5.0,True,False,GIUSEPPE GRAGNANIELLO,Diploma di geometra,Collegio dei geometri,1708100014914,19-APR-14,"VIA CARREBBIO, 57/59",BS,GUSSAGO,NCT,1,Claudio,Archetti,NO,E.1(1),1977-1992,Altro,104.51,81.4,315.03,216.04,365.52,0.0344,2.0998,1.6917,2.0,3.3532,G,695.2342,421.6768,4.5025,0,138.8974,89.4071,784.6413,0.61,0.23,0.56,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore multistadio o modulante,25.60,0.048747597050469146
629,1602900007019,28/12/2019,True,False,BOLTIERE,,4,59,1,False,False,E.1 (1),True,False,False,1.0,False,True,False,False,False,False,,Lombardia,BOLTIERE,VICOLO ZENONI 1,T,,45.59901345276907,9.581459954485016,"(45.59901345276907, 9.581459954485016)",E,1961-1976,123.44,0.0,470.93,0.0,True,False,False,True,False,False,red,yellow,False,G,265.22,"B (71,8)",,0.0,50.47,0.0,3136.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,222.45,1.0,Fabbricato - involucro opaco,No,8.1,9.0,222.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Cumulativo,No,8.1,9.0,222.45,0.0,,348.53,0.74,180.83,0.03,0.07,Generatore a combustione,2010.0,243ey32671663203,Gas naturale,28.0,,,,,0.74,0.0,245.43,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2010.0,Gas naturale,28.0,0.78,0.0,19.79,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,5.0,False,1.0,5.0,True,False,GIUSEPPE GRAGNANIELLO,Diploma di geometra,Collegio dei geometri,10802600011014,05-AGO-14,"VIA MONTE STELVIO, 8/10",MB,LESMO,,1,Maurizio Umberto,Cerana,NO,E.1(1),prima del 1930,Trasferimento a titolo oneroso,133,104.12,512.05,354,352.53,0.0589,1.39,1.4,1.65,3.2887,G,357.2002,270.1685,23.0969,0,71.3608,30.3909,387.5911,0.76,0.63,0.75,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore multistadio o modulante,26.60,0.011476773878862652
650,9802200001415,04/12/2015,True,False,CORNO GIOVINE,,6,121,2,False,False,E.1(1),True,False,False,1.0,False,True,False,False,False,True,Annuncio commerciale,Lombardia,CORNO GIOVINE,Via Lucchini snc,terra,,45.13399341870179,9.761776355407463,"(45.13399341870179, 9.761776355407463)",E,1991,110.77,0.0,468.33,0.0,True,False,False,True,False,False,red,green,False,G,390.54,"B (96,37)",,0.97,74.44,227.93,4102.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,476.34,1.02,259.42,0.0,0.0,Generatore a combustione,1991.0,,Gas naturale,30.9,,,,,0.7,0.96,369.62,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,1991.0,Gas naturale,30.9,0.76,0.01,20.92,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,True,True,False,11.0,False,8.0,11.0,True,False,Lorenzo Nicolini,Diploma di laurea in ingegneria,Ordine degli ingegneri,1910600000911,31-OTT-11,"VIA FABBRI, 5",CR,TORNATA,,0,Pietro,Maurone,NO,E.1(1),1985,Contratto di locazione,150.24,123.53,484.34,342.58,475.88,0.0393,1.0005,1.9215,1.692,3.3067,G,392.6647,293.7366,10.2008,0,78.4495,28.0844,420.7491,0.75,0.65,0.74,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore multistadio o modulante,32.50,0.000965696771213796
